Measure_Name,series_name,period_dt,mjr_wrk,value
Nurse Comm Composite (%Always),SC-OCI,2012-09-30,0,0.78109
Nurse Comm Composite (%Always),SC-OCI,2012-12-31,0,0.78350
Nurse Comm Composite (%Always),SC-OCI,2013-03-31,0,0.78620
Nurse Comm Composite (%Always),SC-OCI,2013-06-30,0,0.79254
Nurse Comm Composite (%Always),SC-OCI,2013-09-30,0,0.79728
Nurse Comm Composite (%Always),SC-OCI,2013-12-31,0,0.80684
Nurse Comm Composite (%Always),SC-OCI,2014-03-31,0,0.81306
Nurse Comm Composite (%Always),SC-OCI,2014-06-30,0,0.81348
Nurse Comm Composite (%Always),SC-OCI,2014-09-30,0,0.81666
Nurse Comm Composite (%Always),SC-OCI,2014-12-31,0,0.80940
Nurse Comm Composite (%Always),SC-OCI,2015-03-31,0,0.80627
Nurse Comm Composite (%Always),SC-OCI,2015-06-30,0,0.80440
Nurse Comm Composite (%Always),SC-OCI,2015-09-30,0,0.80306
Nurse Comm Composite (%Always),SC-OCI,2015-12-31,0,0.80396
Nurse Comm Composite (%Always),SC-OCI,2016-03-31,0,0.80996
Nurse Comm Composite (%Always),SC-OCI,2016-06-30,0,0.81836
Nurse Comm Composite (%Always),SC-OCI,2016-09-30,0,0.82553
Nurse Comm Composite (%Always),SC-OCI,2016-12-31,0,0.82776
Nurse Comm Composite (%Always),SC-OMC,2012-03-31,0,0.83651
Nurse Comm Composite (%Always),SC-OMC,2012-06-30,0,0.83619
Nurse Comm Composite (%Always),SC-OMC,2012-09-30,0,0.82594
Nurse Comm Composite (%Always),SC-OMC,2012-12-31,0,0.81658
Nurse Comm Composite (%Always),SC-OMC,2013-03-31,0,0.79912
Nurse Comm Composite (%Always),SC-OMC,2013-06-30,0,0.78916
Nurse Comm Composite (%Always),SC-OMC,2013-09-30,0,0.78896
Nurse Comm Composite (%Always),SC-OMC,2013-12-31,0,0.78998
Nurse Comm Composite (%Always),SC-OMC,2014-03-31,0,0.80126
Nurse Comm Composite (%Always),SC-OMC,2014-06-30,0,0.80243
Nurse Comm Composite (%Always),SC-OMC,2014-09-30,0,0.79976
Nurse Comm Composite (%Always),SC-OMC,2014-12-31,0,0.79512
Nurse Comm Composite (%Always),SC-OMC,2015-03-31,0,0.78791
Nurse Comm Composite (%Always),SC-OMC,2015-06-30,0,0.79030
Nurse Comm Composite (%Always),SC-OMC,2015-09-30,0,0.78357
Nurse Comm Composite (%Always),SC-OMC,2015-12-31,0,0.78668
Nurse Comm Composite (%Always),SC-OMC,2016-03-31,0,0.78707
Nurse Comm Composite (%Always),SC-OMC,2016-06-30,0,0.78062
Nurse Comm Composite (%Always),SC-OMC,2016-09-30,0,0.78161
Nurse Comm Composite (%Always),SC-OMC,2016-12-31,0,0.77968
Nurse Comm Composite (%Always),SC-PCM,2010-06-30,0,0.71375
Nurse Comm Composite (%Always),SC-PCM,2010-09-30,0,0.71629
Nurse Comm Composite (%Always),SC-PCM,2010-12-31,0,0.72535
Nurse Comm Composite (%Always),SC-PCM,2011-03-31,0,0.74043
Nurse Comm Composite (%Always),SC-PCM,2011-06-30,0,0.73883
Nurse Comm Composite (%Always),SC-PCM,2011-09-30,0,0.74194
Nurse Comm Composite (%Always),SC-PCM,2011-12-31,0,0.75566
Nurse Comm Composite (%Always),SC-PCM,2012-03-31,0,0.75690
Nurse Comm Composite (%Always),SC-PCM,2012-06-30,0,0.75743
Nurse Comm Composite (%Always),SC-PCM,2012-09-30,0,0.76172
Nurse Comm Composite (%Always),SC-PCM,2012-12-31,0,0.75124
Nurse Comm Composite (%Always),SC-PCM,2013-03-31,0,0.74549
Nurse Comm Composite (%Always),SC-PCM,2013-06-30,0,0.74061
Nurse Comm Composite (%Always),SC-PCM,2013-09-30,0,0.74172
Nurse Comm Composite (%Always),SC-PCM,2013-12-31,0,0.74950
Nurse Comm Composite (%Always),SC-PCM,2014-03-31,0,0.75264
Nurse Comm Composite (%Always),SC-PCM,2014-06-30,0,0.76221
Nurse Comm Composite (%Always),SC-PCM,2014-09-30,0,0.76220
Nurse Comm Composite (%Always),SC-PCM,2014-12-31,0,0.75354
Nurse Comm Composite (%Always),SC-PCM,2015-03-31,0,0.75403
Nurse Comm Composite (%Always),SC-PCM,2015-06-30,0,0.75357
Nurse Comm Composite (%Always),SC-PCM,2015-09-30,0,0.75766
Nurse Comm Composite (%Always),SC-PCM,2015-12-31,0,0.75772
Nurse Comm Composite (%Always),SC-PCM,2016-03-31,0,0.76240
Nurse Comm Composite (%Always),SC-PCM,2016-06-30,0,0.76965
Nurse Comm Composite (%Always),SC-PCM,2016-09-30,0,0.76404
Nurse Comm Composite (%Always),SC-PCM,2016-12-31,0,0.77603
Nurse Comm Composite (%Always),SC-Rgn,2010-06-30,0,0.72539
Nurse Comm Composite (%Always),SC-Rgn,2010-09-30,0,0.73126
Nurse Comm Composite (%Always),SC-Rgn,2010-12-31,0,0.73756
Nurse Comm Composite (%Always),SC-Rgn,2011-03-31,0,0.74031
Nurse Comm Composite (%Always),SC-Rgn,2011-06-30,0,0.74263
Nurse Comm Composite (%Always),SC-Rgn,2011-09-30,0,0.74723
Nurse Comm Composite (%Always),SC-Rgn,2011-12-31,0,0.75326
Nurse Comm Composite (%Always),SC-Rgn,2012-03-31,0,0.76200
Nurse Comm Composite (%Always),SC-Rgn,2012-06-30,0,0.76403
Nurse Comm Composite (%Always),SC-Rgn,2012-09-30,0,0.76696
Nurse Comm Composite (%Always),SC-Rgn,2012-12-31,0,0.76788
Nurse Comm Composite (%Always),SC-Rgn,2013-03-31,0,0.76578
Nurse Comm Composite (%Always),SC-Rgn,2013-06-30,0,0.76593
Nurse Comm Composite (%Always),SC-Rgn,2013-09-30,0,0.76748
Nurse Comm Composite (%Always),SC-Rgn,2013-12-31,0,0.77244
Nurse Comm Composite (%Always),SC-Rgn,2014-03-31,0,0.77595
Nurse Comm Composite (%Always),SC-Rgn,2014-06-30,0,0.77709
Nurse Comm Composite (%Always),SC-Rgn,2014-09-30,0,0.77547
Nurse Comm Composite (%Always),SC-Rgn,2014-12-31,0,0.77340
Nurse Comm Composite (%Always),SC-Rgn,2015-03-31,0,0.77147
Nurse Comm Composite (%Always),SC-Rgn,2015-06-30,0,0.77130
Nurse Comm Composite (%Always),SC-Rgn,2015-09-30,0,0.77246
Nurse Comm Composite (%Always),SC-Rgn,2015-12-31,0,0.77176
Nurse Comm Composite (%Always),SC-Rgn,2016-03-31,0,0.77335
Nurse Comm Composite (%Always),SC-Rgn,2016-06-30,0,0.77930
Nurse Comm Composite (%Always),SC-Rgn,2016-09-30,0,0.78081
Nurse Comm Composite (%Always),SC-Rgn,2016-12-31,0,0.78432
Nurse Comm Composite (%Always),SC-RIV,2010-06-30,0,0.71743
Nurse Comm Composite (%Always),SC-RIV,2010-09-30,0,0.72510
Nurse Comm Composite (%Always),SC-RIV,2010-12-31,0,0.73157
Nurse Comm Composite (%Always),SC-RIV,2011-03-31,0,0.72632
Nurse Comm Composite (%Always),SC-RIV,2011-06-30,0,0.73160
Nurse Comm Composite (%Always),SC-RIV,2011-09-30,0,0.73638
Nurse Comm Composite (%Always),SC-RIV,2011-12-31,0,0.73818
Nurse Comm Composite (%Always),SC-RIV,2012-03-31,0,0.74796
Nurse Comm Composite (%Always),SC-RIV,2012-06-30,0,0.74948
Nurse Comm Composite (%Always),SC-RIV,2012-09-30,0,0.75805
Nurse Comm Composite (%Always),SC-RIV,2012-12-31,0,0.76567
Nurse Comm Composite (%Always),SC-RIV,2013-03-31,0,0.76007
Nurse Comm Composite (%Always),SC-RIV,2013-06-30,0,0.75326
Nurse Comm Composite (%Always),SC-RIV,2013-09-30,0,0.75110
Nurse Comm Composite (%Always),SC-RIV,2013-12-31,0,0.75073
Nurse Comm Composite (%Always),SC-RIV,2014-03-31,0,0.75671
Nurse Comm Composite (%Always),SC-RIV,2014-06-30,0,0.76354
Nurse Comm Composite (%Always),SC-RIV,2014-09-30,0,0.75984
Nurse Comm Composite (%Always),SC-RIV,2014-12-31,0,0.76064
Nurse Comm Composite (%Always),SC-RIV,2015-03-31,0,0.75692
Nurse Comm Composite (%Always),SC-RIV,2015-06-30,0,0.75916
Nurse Comm Composite (%Always),SC-RIV,2015-09-30,0,0.76224
Nurse Comm Composite (%Always),SC-RIV,2015-12-31,0,0.76142
Nurse Comm Composite (%Always),SC-RIV,2016-03-31,0,0.76328
Nurse Comm Composite (%Always),SC-RIV,2016-06-30,0,0.76729
Nurse Comm Composite (%Always),SC-RIV,2016-09-30,0,0.76266
Nurse Comm Composite (%Always),SC-RIV,2016-12-31,0,0.77375
Nurse Comm Composite (%Always),SC-SB,2010-06-30,0,0.74273
Nurse Comm Composite (%Always),SC-SB,2010-09-30,0,0.74357
Nurse Comm Composite (%Always),SC-SB,2010-12-31,0,0.74650
Nurse Comm Composite (%Always),SC-SB,2011-03-31,0,0.74617
Nurse Comm Composite (%Always),SC-SB,2011-06-30,0,0.74245
Nurse Comm Composite (%Always),SC-SB,2011-09-30,0,0.74321
Nurse Comm Composite (%Always),SC-SB,2011-12-31,0,0.75084
Nurse Comm Composite (%Always),SC-SB,2012-03-31,0,0.75612
Nurse Comm Composite (%Always),SC-SB,2012-06-30,0,0.76067
Nurse Comm Composite (%Always),SC-SB,2012-09-30,0,0.77158
Nurse Comm Composite (%Always),SC-SB,2012-12-31,0,0.77390
Nurse Comm Composite (%Always),SC-SB,2013-03-31,0,0.77854
Nurse Comm Composite (%Always),SC-SB,2013-06-30,0,0.77576
Nurse Comm Composite (%Always),SC-SB,2013-09-30,0,0.76855
Nurse Comm Composite (%Always),SC-SB,2013-12-31,0,0.76626
Nurse Comm Composite (%Always),SC-SB,2014-03-31,0,0.76008
Nurse Comm Composite (%Always),SC-SB,2014-06-30,0,0.75877
Nurse Comm Composite (%Always),SC-SB,2014-09-30,0,0.76621
Nurse Comm Composite (%Always),SC-SB,2014-12-31,0,0.77232
Nurse Comm Composite (%Always),SC-SB,2015-03-31,1,0.77244
Nurse Comm Composite (%Always),SC-SB,2015-06-30,0,0.77605
Nurse Comm Composite (%Always),SC-SB,2015-09-30,0,0.77729
Nurse Comm Composite (%Always),SC-SB,2015-12-31,0,0.77156
Nurse Comm Composite (%Always),SC-SB,2016-03-31,0,0.77021
Nurse Comm Composite (%Always),SC-SB,2016-06-30,0,0.77879
Nurse Comm Composite (%Always),SC-SB,2016-09-30,0,0.77586
Nurse Comm Composite (%Always),SC-SB,2016-12-31,0,0.77861
Nurse Comm Composite (%Always),SC-SD,2010-06-30,0,0.69775
Nurse Comm Composite (%Always),SC-SD,2010-09-30,0,0.71253
Nurse Comm Composite (%Always),SC-SD,2010-12-31,0,0.72574
Nurse Comm Composite (%Always),SC-SD,2011-03-31,0,0.72981
Nurse Comm Composite (%Always),SC-SD,2011-06-30,0,0.73216
Nurse Comm Composite (%Always),SC-SD,2011-09-30,0,0.73991
Nurse Comm Composite (%Always),SC-SD,2011-12-31,0,0.74561
Nurse Comm Composite (%Always),SC-SD,2012-03-31,0,0.75510
Nurse Comm Composite (%Always),SC-SD,2012-06-30,0,0.75824
Nurse Comm Composite (%Always),SC-SD,2012-09-30,0,0.75625
Nurse Comm Composite (%Always),SC-SD,2012-12-31,0,0.75706
Nurse Comm Composite (%Always),SC-SD,2013-03-31,0,0.75838
Nurse Comm Composite (%Always),SC-SD,2013-06-30,0,0.76379
Nurse Comm Composite (%Always),SC-SD,2013-09-30,0,0.76760
Nurse Comm Composite (%Always),SC-SD,2013-12-31,0,0.77267
Nurse Comm Composite (%Always),SC-SD,2014-03-31,0,0.77685
Nurse Comm Composite (%Always),SC-SD,2014-06-30,0,0.77238
Nurse Comm Composite (%Always),SC-SD,2014-09-30,0,0.77151
Nurse Comm Composite (%Always),SC-SD,2014-12-31,0,0.76878
Nurse Comm Composite (%Always),SC-SD,2015-03-31,0,0.76590
Nurse Comm Composite (%Always),SC-SD,2015-06-30,0,0.76610
Nurse Comm Composite (%Always),SC-SD,2015-09-30,0,0.76094
Nurse Comm Composite (%Always),SC-SD,2015-12-31,0,0.76584
Nurse Comm Composite (%Always),SC-SD,2016-03-31,0,0.76791
Nurse Comm Composite (%Always),SC-SD,2016-06-30,0,0.77339
Nurse Comm Composite (%Always),SC-SD,2016-09-30,0,0.78242
Nurse Comm Composite (%Always),SC-SD,2016-12-31,0,0.77877
Nurse Comm Composite (%Always),SC-WLA,2010-06-30,0,0.73335
Nurse Comm Composite (%Always),SC-WLA,2010-09-30,0,0.73461
Nurse Comm Composite (%Always),SC-WLA,2010-12-31,0,0.74603
Nurse Comm Composite (%Always),SC-WLA,2011-03-31,0,0.75179
Nurse Comm Composite (%Always),SC-WLA,2011-06-30,0,0.75212
Nurse Comm Composite (%Always),SC-WLA,2011-09-30,0,0.75756
Nurse Comm Composite (%Always),SC-WLA,2011-12-31,0,0.74862
Nurse Comm Composite (%Always),SC-WLA,2012-03-31,0,0.75428
Nurse Comm Composite (%Always),SC-WLA,2012-06-30,0,0.75936
Nurse Comm Composite (%Always),SC-WLA,2012-09-30,0,0.76268
Nurse Comm Composite (%Always),SC-WLA,2012-12-31,0,0.76877
Nurse Comm Composite (%Always),SC-WLA,2013-03-31,0,0.76327
Nurse Comm Composite (%Always),SC-WLA,2013-06-30,0,0.76603
Nurse Comm Composite (%Always),SC-WLA,2013-09-30,0,0.76866
Nurse Comm Composite (%Always),SC-WLA,2013-12-31,0,0.76334
Nurse Comm Composite (%Always),SC-WLA,2014-03-31,0,0.75830
Nurse Comm Composite (%Always),SC-WLA,2014-06-30,0,0.74919
Nurse Comm Composite (%Always),SC-WLA,2014-09-30,0,0.73974
Nurse Comm Composite (%Always),SC-WLA,2014-12-31,0,0.74132
Nurse Comm Composite (%Always),SC-WLA,2015-03-31,0,0.74094
Nurse Comm Composite (%Always),SC-WLA,2015-06-30,0,0.75450
Nurse Comm Composite (%Always),SC-WLA,2015-09-30,0,0.76171
Nurse Comm Composite (%Always),SC-WLA,2015-12-31,0,0.77360
Nurse Comm Composite (%Always),SC-WLA,2016-03-31,0,0.78758
Nurse Comm Composite (%Always),SC-WLA,2016-06-30,0,0.79019
Nurse Comm Composite (%Always),SC-WLA,2016-09-30,0,0.80013
Nurse Comm Composite (%Always),SC-WLA,2016-12-31,0,0.79868
Nurse Comm Composite (%Always),SC-WOD,2010-06-30,0,0.74054
Nurse Comm Composite (%Always),SC-WOD,2010-09-30,0,0.74639
Nurse Comm Composite (%Always),SC-WOD,2010-12-31,0,0.74141
Nurse Comm Composite (%Always),SC-WOD,2011-03-31,0,0.73571
Nurse Comm Composite (%Always),SC-WOD,2011-06-30,0,0.73782
Nurse Comm Composite (%Always),SC-WOD,2011-09-30,0,0.74253
Nurse Comm Composite (%Always),SC-WOD,2011-12-31,0,0.74939
Nurse Comm Composite (%Always),SC-WOD,2012-03-31,0,0.76800
Nurse Comm Composite (%Always),SC-WOD,2012-06-30,0,0.77742
Nurse Comm Composite (%Always),SC-WOD,2012-09-30,0,0.78442
Nurse Comm Composite (%Always),SC-WOD,2012-12-31,0,0.79766
Nurse Comm Composite (%Always),SC-WOD,2013-03-31,0,0.78572
Nurse Comm Composite (%Always),SC-WOD,2013-06-30,0,0.78612
Nurse Comm Composite (%Always),SC-WOD,2013-09-30,0,0.78112
Nurse Comm Composite (%Always),SC-WOD,2013-12-31,0,0.77949
Nurse Comm Composite (%Always),SC-WOD,2014-03-31,0,0.78112
Nurse Comm Composite (%Always),SC-WOD,2014-06-30,0,0.77643
Nurse Comm Composite (%Always),SC-WOD,2014-09-30,0,0.77779
Nurse Comm Composite (%Always),SC-WOD,2014-12-31,0,0.77634
Nurse Comm Composite (%Always),SC-WOD,2015-03-31,0,0.77482
Nurse Comm Composite (%Always),SC-WOD,2015-06-30,0,0.77524
Nurse Comm Composite (%Always),SC-WOD,2015-09-30,0,0.77463
Nurse Comm Composite (%Always),SC-WOD,2015-12-31,0,0.77370
Nurse Comm Composite (%Always),SC-WOD,2016-03-31,0,0.77850
Nurse Comm Composite (%Always),SC-WOD,2016-06-30,0,0.78881
Nurse Comm Composite (%Always),SC-WOD,2016-09-30,0,0.79390
Nurse Comm Composite (%Always),SC-WOD,2016-12-31,0,0.80196
Staff Respnsvnss Composite (%Always),HI-MOA,2010-06-30,0,0.63187
Staff Respnsvnss Composite (%Always),HI-MOA,2010-09-30,0,0.63839
Staff Respnsvnss Composite (%Always),HI-MOA,2010-12-31,0,0.64571
Staff Respnsvnss Composite (%Always),HI-MOA,2011-03-31,0,0.65290
Staff Respnsvnss Composite (%Always),HI-MOA,2011-06-30,0,0.66868
Staff Respnsvnss Composite (%Always),HI-MOA,2011-09-30,0,0.67734
Staff Respnsvnss Composite (%Always),HI-MOA,2011-12-31,0,0.67351
Staff Respnsvnss Composite (%Always),HI-MOA,2012-03-31,0,0.68308
Staff Respnsvnss Composite (%Always),HI-MOA,2012-06-30,0,0.67921
Staff Respnsvnss Composite (%Always),HI-MOA,2012-09-30,0,0.68090
Staff Respnsvnss Composite (%Always),HI-MOA,2012-12-31,0,0.69161
Staff Respnsvnss Composite (%Always),HI-MOA,2013-03-31,0,0.68492
Staff Respnsvnss Composite (%Always),HI-MOA,2013-06-30,0,0.68535
Staff Respnsvnss Composite (%Always),HI-MOA,2013-09-30,0,0.68143
Staff Respnsvnss Composite (%Always),HI-MOA,2013-12-31,0,0.67928
Staff Respnsvnss Composite (%Always),HI-MOA,2014-03-31,0,0.70058
Staff Respnsvnss Composite (%Always),HI-MOA,2014-06-30,0,0.70471
Staff Respnsvnss Composite (%Always),HI-MOA,2014-09-30,0,0.71470
Staff Respnsvnss Composite (%Always),HI-MOA,2014-12-31,0,0.71896
Staff Respnsvnss Composite (%Always),HI-MOA,2015-03-31,0,0.69926
Staff Respnsvnss Composite (%Always),HI-MOA,2015-06-30,0,0.69763
Staff Respnsvnss Composite (%Always),HI-MOA,2015-09-30,0,0.69401
Staff Respnsvnss Composite (%Always),HI-MOA,2015-12-31,0,0.69505
Staff Respnsvnss Composite (%Always),HI-MOA,2016-03-31,0,0.71317
Staff Respnsvnss Composite (%Always),HI-MOA,2016-06-30,0,0.71857
Staff Respnsvnss Composite (%Always),HI-MOA,2016-09-30,0,0.72321
Staff Respnsvnss Composite (%Always),HI-MOA,2016-12-31,0,0.72784
Staff Respnsvnss Composite (%Always),HI-Rgn,2010-06-30,0,0.63187
Staff Respnsvnss Composite (%Always),HI-Rgn,2010-09-30,0,0.63839
Staff Respnsvnss Composite (%Always),HI-Rgn,2010-12-31,0,0.64571
Staff Respnsvnss Composite (%Always),HI-Rgn,2011-03-31,0,0.64571
Staff Respnsvnss Composite (%Always),HI-Rgn,2011-06-30,0,0.66868
Staff Respnsvnss Composite (%Always),HI-Rgn,2011-09-30,0,0.67734
Staff Respnsvnss Composite (%Always),HI-Rgn,2011-12-31,0,0.67351
Staff Respnsvnss Composite (%Always),HI-Rgn,2012-03-31,0,0.68308
Staff Respnsvnss Composite (%Always),HI-Rgn,2012-06-30,0,0.67921
Staff Respnsvnss Composite (%Always),HI-Rgn,2012-09-30,0,0.68090
Staff Respnsvnss Composite (%Always),HI-Rgn,2012-12-31,0,0.69161
Staff Respnsvnss Composite (%Always),HI-Rgn,2013-03-31,0,0.68492
Staff Respnsvnss Composite (%Always),HI-Rgn,2013-06-30,0,0.68535
Staff Respnsvnss Composite (%Always),HI-Rgn,2013-09-30,0,0.68143
Staff Respnsvnss Composite (%Always),HI-Rgn,2013-12-31,0,0.67928
Staff Respnsvnss Composite (%Always),HI-Rgn,2014-03-31,0,0.70058
Staff Respnsvnss Composite (%Always),HI-Rgn,2014-06-30,0,0.70471
Staff Respnsvnss Composite (%Always),HI-Rgn,2014-09-30,0,0.71470
Staff Respnsvnss Composite (%Always),HI-Rgn,2014-12-31,0,0.71896
Staff Respnsvnss Composite (%Always),HI-Rgn,2015-03-31,0,0.69926
Staff Respnsvnss Composite (%Always),HI-Rgn,2015-06-30,0,0.69763
Staff Respnsvnss Composite (%Always),HI-Rgn,2015-09-30,0,0.69401
Staff Respnsvnss Composite (%Always),HI-Rgn,2015-12-31,0,0.69505
Staff Respnsvnss Composite (%Always),HI-Rgn,2016-03-31,0,0.71317
Staff Respnsvnss Composite (%Always),HI-Rgn,2016-06-30,0,0.71857
Staff Respnsvnss Composite (%Always),HI-Rgn,2016-09-30,0,0.72321
Staff Respnsvnss Composite (%Always),HI-Rgn,2016-12-31,0,0.72784
Staff Respnsvnss Composite (%Always),KP-High,2010-06-30,0,0.67328
Staff Respnsvnss Composite (%Always),KP-High,2010-09-30,0,0.69480
Staff Respnsvnss Composite (%Always),KP-High,2010-12-31,0,0.69335
Staff Respnsvnss Composite (%Always),KP-High,2011-03-31,0,0.68984
Staff Respnsvnss Composite (%Always),KP-High,2011-06-30,0,0.69036
Staff Respnsvnss Composite (%Always),KP-High,2011-09-30,0,0.69183
Staff Respnsvnss Composite (%Always),KP-High,2011-12-31,0,0.70307
Staff Respnsvnss Composite (%Always),KP-High,2012-03-31,0,0.77732
Staff Respnsvnss Composite (%Always),KP-High,2012-06-30,0,0.78440
Staff Respnsvnss Composite (%Always),KP-High,2012-09-30,0,0.77059
Staff Respnsvnss Composite (%Always),KP-High,2012-12-31,0,0.75697
Staff Respnsvnss Composite (%Always),KP-High,2013-03-31,0,0.73931
Staff Respnsvnss Composite (%Always),KP-High,2013-06-30,0,0.72763
Staff Respnsvnss Composite (%Always),KP-High,2013-09-30,0,0.75681
Staff Respnsvnss Composite (%Always),KP-High,2013-12-31,0,0.73026
Staff Respnsvnss Composite (%Always),KP-High,2014-03-31,0,0.73899
Staff Respnsvnss Composite (%Always),KP-High,2014-06-30,0,0.75583
Staff Respnsvnss Composite (%Always),KP-High,2014-09-30,0,0.75377
Staff Respnsvnss Composite (%Always),KP-High,2014-12-31,0,0.76337
Staff Respnsvnss Composite (%Always),KP-High,2015-03-31,0,0.74001
Staff Respnsvnss Composite (%Always),KP-High,2015-06-30,0,0.71995
Staff Respnsvnss Composite (%Always),KP-High,2015-09-30,0,0.73241
Staff Respnsvnss Composite (%Always),KP-High,2015-12-31,0,0.73465
Staff Respnsvnss Composite (%Always),KP-High,2016-03-31,0,0.75107
Staff Respnsvnss Composite (%Always),KP-High,2016-06-30,0,0.76673
Staff Respnsvnss Composite (%Always),KP-High,2016-09-30,0,0.76055
Staff Respnsvnss Composite (%Always),KP-High,2016-12-31,0,0.77544
Staff Respnsvnss Composite (%Always),KP-Low,2010-06-30,0,0.44205
Staff Respnsvnss Composite (%Always),KP-Low,2010-09-30,0,0.45285
Staff Respnsvnss Composite (%Always),KP-Low,2010-12-31,0,0.47682
Staff Respnsvnss Composite (%Always),KP-Low,2011-03-31,0,0.49578
Staff Respnsvnss Composite (%Always),KP-Low,2011-06-30,0,0.49701
Staff Respnsvnss Composite (%Always),KP-Low,2011-09-30,0,0.52700
Staff Respnsvnss Composite (%Always),KP-Low,2011-12-31,0,0.52472
Staff Respnsvnss Composite (%Always),KP-Low,2012-03-31,0,0.54444
Staff Respnsvnss Composite (%Always),KP-Low,2012-06-30,0,0.55361
Staff Respnsvnss Composite (%Always),KP-Low,2012-09-30,0,0.54329
Staff Respnsvnss Composite (%Always),KP-Low,2012-12-31,0,0.55764
Staff Respnsvnss Composite (%Always),KP-Low,2013-03-31,0,0.54881
Staff Respnsvnss Composite (%Always),KP-Low,2013-06-30,0,0.55380
Staff Respnsvnss Composite (%Always),KP-Low,2013-09-30,0,0.56321
Staff Respnsvnss Composite (%Always),KP-Low,2013-12-31,0,0.58102
Staff Respnsvnss Composite (%Always),KP-Low,2014-03-31,0,0.59651
Staff Respnsvnss Composite (%Always),KP-Low,2014-06-30,0,0.59566
Staff Respnsvnss Composite (%Always),KP-Low,2014-09-30,0,0.56929
Staff Respnsvnss Composite (%Always),KP-Low,2014-12-31,0,0.54284
Staff Respnsvnss Composite (%Always),KP-Low,2015-03-31,0,0.53046
Staff Respnsvnss Composite (%Always),KP-Low,2015-06-30,0,0.56854
Staff Respnsvnss Composite (%Always),KP-Low,2015-09-30,0,0.58291
Staff Respnsvnss Composite (%Always),KP-Low,2015-12-31,0,0.58603
Staff Respnsvnss Composite (%Always),KP-Low,2016-03-31,0,0.58136
Staff Respnsvnss Composite (%Always),KP-Low,2016-06-30,0,0.57831
Staff Respnsvnss Composite (%Always),KP-Low,2016-09-30,0,0.57676
Staff Respnsvnss Composite (%Always),KP-Low,2016-12-31,0,0.56856
Staff Respnsvnss Composite (%Always),KP-Nat,2010-06-30,0,0.59120
Staff Respnsvnss Composite (%Always),KP-Nat,2010-09-30,0,0.60199
Staff Respnsvnss Composite (%Always),KP-Nat,2010-12-31,0,0.60943
Staff Respnsvnss Composite (%Always),KP-Nat,2011-03-31,0,0.61696
Staff Respnsvnss Composite (%Always),KP-Nat,2011-06-30,0,0.62149
Staff Respnsvnss Composite (%Always),KP-Nat,2011-09-30,0,0.62581
Staff Respnsvnss Composite (%Always),KP-Nat,2011-12-31,0,0.63797
Staff Respnsvnss Composite (%Always),KP-Nat,2012-03-31,0,0.64493
Staff Respnsvnss Composite (%Always),KP-Nat,2012-06-30,0,0.65381
Staff Respnsvnss Composite (%Always),KP-Nat,2012-09-30,0,0.65750
Staff Respnsvnss Composite (%Always),KP-Nat,2012-12-31,0,0.65866
Staff Respnsvnss Composite (%Always),KP-Nat,2013-03-31,0,0.65457
Staff Respnsvnss Composite (%Always),KP-Nat,2013-06-30,0,0.65498
Staff Respnsvnss Composite (%Always),KP-Nat,2013-09-30,0,0.65822
Staff Respnsvnss Composite (%Always),KP-Nat,2013-12-31,0,0.65956
Staff Respnsvnss Composite (%Always),KP-Nat,2014-03-31,0,0.66600
Staff Respnsvnss Composite (%Always),KP-Nat,2014-06-30,0,0.66421
Staff Respnsvnss Composite (%Always),KP-Nat,2014-09-30,0,0.66195
Staff Respnsvnss Composite (%Always),KP-Nat,2014-12-31,0,0.65685
Staff Respnsvnss Composite (%Always),KP-Nat,2015-03-31,0,0.64954
Staff Respnsvnss Composite (%Always),KP-Nat,2015-06-30,0,0.64773
Staff Respnsvnss Composite (%Always),KP-Nat,2015-09-30,0,0.64928
Staff Respnsvnss Composite (%Always),KP-Nat,2015-12-31,0,0.65003
Staff Respnsvnss Composite (%Always),KP-Nat,2016-03-31,0,0.65335
Staff Respnsvnss Composite (%Always),KP-Nat,2016-06-30,0,0.65666
Staff Respnsvnss Composite (%Always),KP-Nat,2016-09-30,0,0.65531
Staff Respnsvnss Composite (%Always),KP-Nat,2016-12-31,0,0.65604
Staff Respnsvnss Composite (%Always),NC-ANT,2010-06-30,0,0.62561
Staff Respnsvnss Composite (%Always),NC-ANT,2010-09-30,0,0.61598
Staff Respnsvnss Composite (%Always),NC-ANT,2010-12-31,0,0.60548
Staff Respnsvnss Composite (%Always),NC-ANT,2011-03-31,0,0.59259
Staff Respnsvnss Composite (%Always),NC-ANT,2011-06-30,0,0.58675
Staff Respnsvnss Composite (%Always),NC-ANT,2011-09-30,0,0.59827
Staff Respnsvnss Composite (%Always),NC-ANT,2011-12-31,0,0.62388
Staff Respnsvnss Composite (%Always),NC-ANT,2012-03-31,0,0.63383
Staff Respnsvnss Composite (%Always),NC-ANT,2012-06-30,0,0.64364
Staff Respnsvnss Composite (%Always),NC-ANT,2012-09-30,0,0.64093
Staff Respnsvnss Composite (%Always),NC-ANT,2012-12-31,0,0.63860
Staff Respnsvnss Composite (%Always),NC-ANT,2013-03-31,0,0.63775
Staff Respnsvnss Composite (%Always),NC-ANT,2013-06-30,0,0.64988
Staff Respnsvnss Composite (%Always),NC-ANT,2013-09-30,0,0.65707
Staff Respnsvnss Composite (%Always),NC-ANT,2013-12-31,0,0.65289
